system:index,NDVI,Soil_Moisture,VH,VV,.geo
178,0.43818954,11.614823,-16.369455445569955,-10.048128931342223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,11.363688344111946]}"
179,0.45889068,10.318311,-16.85527731712962,-9.906422139333266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,11.363688344111946]}"
180,0.37064168,9.759827,-16.378702466486395,-9.46449024227908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,11.363688344111946]}"
181,0.63930964,18.89793,-19.19273576924608,-11.449060768101221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,11.453519872523898]}"
182,0.67779577,18.89793,-13.54518258046258,-5.955581305916446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,11.453519872523898]}"
183,0.72773796,19.361778,-13.308013177189155,-5.6183787879156455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,11.453519872523898]}"
184,0.7136577,20.106804,-12.650149747606125,-5.321364409488553,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,11.453519872523898]}"
185,0.71861345,20.106804,-14.367178210368971,-7.405017258690158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,11.453519872523898]}"
186,0.763979,20.220875,-16.742862954929553,-10.400368743327135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,11.453519872523898]}"
187,0.6997399,13.532951,-12.725659887874322,-5.858810478674815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,11.453519872523898]}"
188,0.80204344,13.532951,-11.50800021074581,-4.675039240811334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,11.453519872523898]}"
189,0.8190693,13.121997,-13.620248366629186,-6.901836665898133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,11.453519872523898]}"
190,0.70867974,13.121997,-15.188572255749262,-8.745383355581694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,11.453519872523898]}"
191,0.77292573,18.644455,-13.431907005115741,-7.679883209919071,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,11.453519872523898]}"
192,0.5423138,18.314959,-14.613939829316891,-8.589897470816922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,11.453519872523898]}"
193,0.6938307,18.314959,-15.588019122602851,-8.740686944213898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,11.453519872523898]}"
194,0.78960466,20.30072,-14.5231534553844,-8.26896728194953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,11.453519872523898]}"
195,0.7725346,17.801601,-14.727569222217536,-7.13210122033308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,11.453519872523898]}"
196,0.6018419,17.801601,-12.300917092956038,-6.19052289845485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,11.453519872523898]}"
197,-0.12811694,11.734523,-17.900170917744322,-12.359547650077507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,11.453519872523898]}"
198,0.54951036,10.157218,-15.401696227654886,-7.855395082467645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,11.453519872523898]}"
199,0.46671692,10.157218,-15.417902885086683,-8.044531933068912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,11.453519872523898]}"
200,0.42433158,8.55726,-15.621364071101118,-7.947581879648156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,11.453519872523898]}"
201,0.40946254,8.55726,-16.026748881256317,-7.876993708864205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,11.453519872523898]}"
202,0.34327954,7.927874,-15.335324413684692,-7.1245846248233855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,11.453519872523898]}"
203,0.45475018,7.626601,-15.563314746038007,-7.475076660512433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,11.453519872523898]}"
204,0.3460252,7.626601,-17.5737137181386,-6.1543736768727095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,11.453519872523898]}"
205,0.32475117,7.804934,-16.68234592653311,-7.441006987757216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,11.453519872523898]}"
206,0.46269852,8.557629,-16.250185112569,-9.231629052110248,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,11.453519872523898]}"
207,0.281272,8.557629,-17.424334619668986,-9.50338777375682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,11.453519872523898]}"
208,0.3370135,8.656028,-16.439268102133962,-9.565609184260168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,11.453519872523898]}"
209,0.37103555,9.857613,-15.924666068233929,-7.558491794923871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,11.453519872523898]}"
210,0.36562252,9.857613,-16.509533027556028,-9.319111157053658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,11.453519872523898]}"
211,0.54083884,11.871185,-15.298393773736354,-8.40206082137965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,11.453519872523898]}"
212,0.42186856,11.871185,-16.40982326468202,-9.201379713885562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,11.453519872523898]}"
213,0.54533154,10.821397,-16.041861190948545,-8.905614703666977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,11.453519872523898]}"
214,0.64868563,11.436678,-15.617328841561376,-9.690614735025063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,11.453519872523898]}"
215,0.45500776,11.436678,-16.908448039672905,-9.75872490613909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,11.453519872523898]}"
216,0.44579574,11.263906,-17.084716481786987,-9.873702436988662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,11.453519872523898]}"
217,0.3179567,10.669183,-16.904228283856195,-10.58637235172979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,11.453519872523898]}"
218,-0.1459854,25.4,-27.912383352892164,-21.246249342129254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,11.543351400935851]}"
219,-0.14711359,25.4,-26.815188071759184,-20.353412542678353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,11.543351400935851]}"
220,0.042789225,25.4,-19.156347780265175,-12.030510839911742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,11.543351400935851]}"
221,0.7144623,19.315481,-14.035456583134373,-6.691209110415182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,11.543351400935851]}"
222,0.6880612,19.315481,-13.453082826025001,-6.050015139360193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,11.543351400935851]}"
223,0.76488835,19.573137,-13.668897938186142,-6.711572535465178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,11.543351400935851]}"
224,0.8315106,20.341986,-13.731434651861175,-6.786427679078613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,11.543351400935851]}"
225,0.686472,20.341986,-13.74737094172583,-6.721623964498926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,11.543351400935851]}"
226,0.6764505,17.191463,-13.499463031267322,-6.304079682656156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,11.543351400935851]}"
227,0.7670549,10.49512,-13.10053056166997,-6.631149511509939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,11.543351400935851]}"
228,0.7204157,10.49512,-14.482506275594655,-8.132465365179906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,11.543351400935851]}"
229,0.7765151,10.224279,-15.036940577661069,-8.66241758874535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,11.543351400935851]}"
230,0.6913043,10.224279,-14.343901697325528,-7.4348392897079485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,11.543351400935851]}"
231,0.605395,12.04026,-14.80089683040214,-8.349217970930267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,11.543351400935851]}"
232,0.41041538,10.171644,-16.72720401170888,-10.50288566139572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,11.543351400935851]}"
233,0.39202335,10.171644,-15.372321255374409,-9.098498971071047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,11.543351400935851]}"
234,0.47488445,10.242093,-16.000846603685666,-9.548799238782404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,11.543351400935851]}"
235,0.59679615,12.912387,-11.422749610442294,-4.066558368661827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,11.543351400935851]}"
236,0.56748325,12.912387,-14.907023806294264,-9.02423675849451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,11.543351400935851]}"
237,0.5376521,14.0878725,-13.701779034869315,-8.135016349402145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,11.543351400935851]}"
238,0.37658814,13.62929,-15.759152048311133,-7.980117827601921,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,11.543351400935851]}"
239,0.523674,13.62929,-14.642143880185362,-7.0153190196810336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,11.543351400935851]}"
240,0.5812902,12.196434,-12.867522706651657,-6.9929576549101755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,11.543351400935851]}"
241,0.5045949,12.196434,-14.378376995242446,-6.5205916353839735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,11.543351400935851]}"
242,0.32531327,9.389492,-16.436121503840663,-8.533702494995088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,11.543351400935851]}"
243,0.43300822,8.734611,-17.07499330363554,-8.933157320329968,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,11.543351400935851]}"
244,0.40957016,8.734611,-16.072791240484293,-6.745037155301846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,11.543351400935851]}"
245,0.33075342,8.991764,-15.786340108833487,-8.7223526222698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,11.543351400935851]}"
246,0.36061382,8.619835,-16.00907809326068,-7.454922540363299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.92885089736849,11.543351400935851]}"
247,0.32062164,8.619835,-15.918162640669182,-7.640196344823296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,11.543351400935851]}"
248,0.5221012,7.6241665,-10.821323359665914,-2.8397272843350985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,11.543351400935851]}"
249,0.68112314,10.198877,-15.19135695699567,-8.991726775861848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,11.543351400935851]}"
250,0.77869606,10.198877,-12.437621259453444,-6.164936932080215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,11.543351400935851]}"
251,0.43543375,8.972532,-15.951516962557207,-9.156453003989133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,11.543351400935851]}"
252,0.44688028,8.972532,-15.358927263586299,-8.635783921346036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,11.543351400935851]}"
253,0.73197937,10.191669,-13.433940303261606,-7.6758103165452685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,11.543351400935851]}"
254,0.44473502,10.078402,-16.85968983903004,-8.978311967180701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,11.543351400935851]}"
255,0.478145,10.078402,-14.897251929528002,-5.508477062797094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,11.543351400935851]}"
256,0.40904522,10.783414,-16.665574843960428,-9.54389120212442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.82716618148801,11.543351400935851]}"
257,0.36702833,10.397803,-16.919181571044405,-9.695650244429334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,11.543351400935851]}"
258,-0.176,25.4,-28.415257320298306,-20.366988023523838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,11.633182929347804]}"
259,-0.19503546,25.4,-27.221380144286947,-20.15718681238006,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,11.633182929347804]}"
260,0.6636714,25.4,-13.96181846622229,-6.679039066676688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,11.633182929347804]}"
261,0.6050616,18.957396,-13.925035947740625,-6.567430289918738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,11.633182929347804]}"
262,0.7414782,18.957396,-13.555465324634383,-6.204671692007566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,11.633182929347804]}"
263,0.779597,19.786432,-13.955116358875731,-7.232144157707773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,11.633182929347804]}"
264,0.7389706,16.155666,-12.400421995795131,-5.514280631756543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,11.633182929347804]}"
265,0.70746076,16.155666,-13.474199423689097,-6.803467428280827,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.04238880071749,11.633182929347804]}"
266,0.6917923,11.70591,-13.866375550878852,-6.898684626807976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,11.633182929347804]}"
267,0.7031778,9.051479,-14.196814438705212,-7.294797751153423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2220518575414,11.633182929347804]}"
268,0.66326886,9.051479,-13.82159681017547,-7.213243078128761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,11.633182929347804]}"
269,0.6340721,9.651144,-14.313757301126893,-7.668164741635442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,11.633182929347804]}"
270,0.5677763,9.651144,-13.63444451364584,-7.011229223674329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,11.633182929347804]}"
271,0.43238994,10.708431,-13.836539393763958,-7.438001687934708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,11.633182929347804]}"
272,0.29062048,10.350836,-16.243398656721645,-9.80470986631717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,11.633182929347804]}"
273,0.30625403,10.350836,-15.534060924426168,-9.574754586377814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,11.633182929347804]}"
274,0.299508,12.28417,-16.13231319029977,-9.707917409342134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,11.633182929347804]}"
275,0.52790964,13.19786,-15.036548961428215,-8.86340406779937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,11.633182929347804]}"
276,0.62969357,13.19786,-14.439214263565855,-8.155518127821722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,11.633182929347804]}"
277,0.71087146,17.802282,-12.467849663735413,-5.978785822045545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,11.633182929347804]}"
278,0.5016991,16.58729,-11.864504799685008,-5.34804780080277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.21019867007287,11.633182929347804]}"
279,0.66953796,16.58729,-13.828645397644738,-8.132736899201486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.30003019848482,11.633182929347804]}"
280,0.63870335,16.313288,-10.942775673895078,-4.6006697417740074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,11.633182929347804]}"
281,0.75859106,16.313288,-14.757365203621717,-8.387652095336465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,11.633182929347804]}"
282,0.45627227,14.189466,-15.717879848032117,-7.780797592237018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,11.633182929347804]}"
